view,id,name,district,category,type,pin,address,listingOrPerk,panelMeta,panelHeadline,panelBody,detailCopy,primaryActions,image,source
"Partner","dive-node-2726430202","Dive","Downtown Austin","Bar / Nightlife","venue","Nightlife","1703, Guadalupe Street, Austin, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Dive","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","doubletree-suites-by-hilton-austin-downtown-capitol-way-381834143","DoubleTree Suites by Hilton Austin Downtown Capitol","Downtown Austin","Hotel / Hospitality","hotel","Hotel","303, West 15th Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","DoubleTree Suites by Hilton Austin Downtown Capitol","Hotel / Hospitality listing operated by DoubleTree.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","doubletree-suites-by-hilton-austin-downtown-capitol-way-381834143","DoubleTree Suites by Hilton Austin Downtown Capitol","Downtown Austin","Hotel / Hospitality","hotel","Hotel","303, West 15th Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","DoubleTree Suites by Hilton Austin Downtown Capitol","Hotel / Hospitality listing operated by DoubleTree.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","downright-austin-a-renaissance-hotel-way-92975894","Downright Austin, A Renaissance Hotel","Downtown Austin","Hotel / Hospitality","hotel","Hotel","701, East 11th Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Downright Austin, A Renaissance Hotel","Hotel / Hospitality listing operated by Marriott.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","downright-austin-a-renaissance-hotel-way-92975894","Downright Austin, A Renaissance Hotel","Downtown Austin","Hotel / Hospitality","hotel","Hotel","701, East 11th Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Downright Austin, A Renaissance Hotel","Hotel / Hospitality listing operated by Marriott.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","drybar-node-8858558304","Drybar","Downtown Austin","Retail / Business","venue","Nightlife","202, Colorado Street, Austin, TX, 78701","Night Out Nearby","Retail / Business · Downtown Austin","Drybar","Retail / Business listing operated by Drybar.","Resident perk: Night Out Nearby. Value: Resident card access. Resident discount programs and neighborhood shopping incentives Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","drybar-node-8858558304","Drybar","Downtown Austin","Retail / Business","venue","Nightlife","202, Colorado Street, Austin, TX, 78701","Create Map Plan","Retail / Business · Downtown Austin","Drybar","Retail / Business listing operated by Drybar.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Drybar easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","dumont-s-down-low-way-328631295","DuMont's Down Low","Downtown Austin","Bar / Nightlife","venue","Nightlife","214, West 4th Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","DuMont's Down Low","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","dumont-s-down-low-way-328631295","DuMont's Down Low","Downtown Austin","Bar / Nightlife","venue","Nightlife","214, West 4th Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","DuMont's Down Low","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","ember-kitchen-node-6039859213","Ember Kitchen","Downtown Austin","Restaurant / Food","venue","Dining","800, West Cesar Chavez Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Downtown Austin","Ember Kitchen","Restaurant / Food with cuisine focus: latin_american.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","ember-kitchen-node-6039859213","Ember Kitchen","Downtown Austin","Restaurant / Food","venue","Dining","800, West Cesar Chavez Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Downtown Austin","Ember Kitchen","Restaurant / Food with cuisine focus: latin_american.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Ember Kitchen easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","empire-control-room-way-328649872","Empire Control Room","Downtown Austin","Bar / Nightlife","venue","Nightlife","606, East 7th Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Empire Control Room","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","empire-control-room-way-328649872","Empire Control Room","Downtown Austin","Bar / Nightlife","venue","Nightlife","606, East 7th Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Empire Control Room","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","empire-garage-way-328649867","Empire Garage","Downtown Austin","Bar / Nightlife","venue","Nightlife","604, East 7th Street, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Empire Garage","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","empire-garage-way-328649867","Empire Garage","Downtown Austin","Bar / Nightlife","venue","Nightlife","604, East 7th Street, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Empire Garage","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","estelle-s-social-lounge-way-328631296","Estelle's Social Lounge","Downtown Austin","Bar / Nightlife","venue","Nightlife","400, Colorado Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Estelle's Social Lounge","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","estelle-s-social-lounge-way-328631296","Estelle's Social Lounge","Downtown Austin","Bar / Nightlife","venue","Nightlife","400, Colorado Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Estelle's Social Lounge","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","fairfield-inn-suites-austin-downtown-way-1077905075","Fairfield Inn & Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","76, East Avenue, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Fairfield Inn & Suites Austin Downtown","Hotel / Hospitality listing operated by Fairfield Inn & Suites.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","fairfield-inn-suites-austin-downtown-way-1077905075","Fairfield Inn & Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","76, East Avenue, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Fairfield Inn & Suites Austin Downtown","Hotel / Hospitality listing operated by Fairfield Inn & Suites.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","fifth-west-residence-way-845186426","Fifth & West Residence","Downtown Austin","Residential Property","property","Residential","501, West 5th Street, Austin, TX, 78701","Property Discovery","Residential Property · Downtown Austin","Fifth & West Residence","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","fifth-west-residence-way-845186426","Fifth & West Residence","Downtown Austin","Residential Property","property","Residential","501, West 5th Street, Austin, TX, 78701","Create Property Plan","Residential Property · Downtown Austin","Fifth & West Residence","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","finley-s-barber-shop-node-3245051658","Finley's Barber Shop","Downtown Austin","Retail / Business","venue","Nightlife","237, West 3rd Street, Austin, TX, 78701","Night Out Nearby","Retail / Business · Downtown Austin","Finley's Barber Shop","Retail / Business listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident discount programs and neighborhood shopping incentives Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","finley-s-barber-shop-node-3245051658","Finley's Barber Shop","Downtown Austin","Retail / Business","venue","Nightlife","237, West 3rd Street, Austin, TX, 78701","Create Map Plan","Retail / Business · Downtown Austin","Finley's Barber Shop","Retail / Business listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Finley's Barber Shop easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","firehouse-lounge-hostel-way-99256740","Firehouse Lounge & Hostel","Downtown Austin","Bar / Nightlife","venue","Nightlife","605, Brazos Street, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Firehouse Lounge & Hostel","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","firehouse-lounge-hostel-way-99256740","Firehouse Lounge & Hostel","Downtown Austin","Bar / Nightlife","venue","Nightlife","605, Brazos Street, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Firehouse Lounge & Hostel","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","fixe-southern-house-node-8955666710","Fixe Southern House","Downtown Austin","Restaurant / Food","venue","Dining","500, West 5th Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Downtown Austin","Fixe Southern House","Restaurant / Food with cuisine focus: american.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","fixe-southern-house-node-8955666710","Fixe Southern House","Downtown Austin","Restaurant / Food","venue","Dining","500, West 5th Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Downtown Austin","Fixe Southern House","Restaurant / Food with cuisine focus: american.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Fixe Southern House easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","four-seasons-hotel-austin-way-134807221","Four Seasons Hotel Austin","Downtown Austin","Hotel / Hospitality","hotel","Hotel","98, San Jacinto Blvd, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Four Seasons Hotel Austin","Hotel / Hospitality listing operated by Four Seasons.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","four-seasons-hotel-austin-way-134807221","Four Seasons Hotel Austin","Downtown Austin","Hotel / Hospitality","hotel","Hotel","98, San Jacinto Blvd, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Four Seasons Hotel Austin","Hotel / Hospitality listing operated by Four Seasons.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","foxy-s-proper-pub-way-1032979883","Foxy's Proper Pub","Downtown Austin","Bar / Nightlife","venue","Nightlife","201, Brazos Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Foxy's Proper Pub","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","foxy-s-proper-pub-way-1032979883","Foxy's Proper Pub","Downtown Austin","Bar / Nightlife","venue","Nightlife","201, Brazos Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Foxy's Proper Pub","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","gables-republic-square-way-516276237","Gables Republic Square","Downtown Austin","Residential Property","property","Residential","401, Guadalupe Street, Austin, TX, 78701","Property Discovery","Residential Property · Downtown Austin","Gables Republic Square","Residential Property listing operated by Gables Residential.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","gables-republic-square-way-516276237","Gables Republic Square","Downtown Austin","Residential Property","property","Residential","401, Guadalupe Street, Austin, TX, 78701","Create Property Plan","Residential Property · Downtown Austin","Gables Republic Square","Residential Property listing operated by Gables Residential.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","garage-node-4908313021","Garage","Downtown Austin","Bar / Nightlife","venue","Nightlife","503, Colorado Street, Austin, TX, 78701","Cocktail bar located in a converted parking garage","Bar / Nightlife · Downtown Austin","Garage","Bar / Nightlife listing in Downtown Austin.","Resident perk: Cocktail bar located in a converted parking garage. Value: Cocktail bar located in a converted parking garage. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","garage-node-4908313021","Garage","Downtown Austin","Bar / Nightlife","venue","Nightlife","503, Colorado Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Downtown Austin","Garage","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","geiser-barbering-node-13541879134","Geiser Barbering","Downtown Austin","Retail / Business","venue","Nightlife","821, West 11th Street, Austin, TX, 78701","Night Out Nearby","Retail / Business · Downtown Austin","Geiser Barbering","Retail / Business listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident discount programs and neighborhood shopping incentives Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","geiser-barbering-node-13541879134","Geiser Barbering","Downtown Austin","Retail / Business","venue","Nightlife","821, West 11th Street, Austin, TX, 78701","Create Map Plan","Retail / Business · Downtown Austin","Geiser Barbering","Retail / Business listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Geiser Barbering easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","group-therapy-node-7313191255","Group Therapy","Downtown Austin","Restaurant / Food","venue","Dining","400, Lavaca Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Downtown Austin","Group Therapy","Restaurant / Food with cuisine focus: american.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","group-therapy-node-7313191255","Group Therapy","Downtown Austin","Restaurant / Food","venue","Dining","400, Lavaca Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Downtown Austin","Group Therapy","Restaurant / Food with cuisine focus: american.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Group Therapy easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hampton-inn-suites-austin-at-the-university-capitol-way-236328111","Hampton Inn & Suites Austin at The University/Capitol","Downtown Austin","Hotel / Hospitality","hotel","Hotel","1701, Lavaca Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hampton Inn & Suites Austin at The University/Capitol","Hotel / Hospitality listing operated by Hampton Inn & Suites.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hampton-inn-suites-austin-at-the-university-capitol-way-236328111","Hampton Inn & Suites Austin at The University/Capitol","Downtown Austin","Hotel / Hospitality","hotel","Hotel","1701, Lavaca Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hampton Inn & Suites Austin at The University/Capitol","Hotel / Hospitality listing operated by Hampton Inn & Suites.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hampton-inn-suites-austin-downtown-way-55932518","Hampton Inn & Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","200, San Jacinto Boulevard, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Downtown Austin","Hampton Inn & Suites Austin Downtown","Hotel / Hospitality listing operated by Hampton Inn & Suites.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hampton-inn-suites-austin-downtown-way-55932518","Hampton Inn & Suites Austin Downtown","Downtown Austin","Hotel / Hospitality","hotel","Hotel","200, San Jacinto Boulevard, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Downtown Austin","Hampton Inn & Suites Austin Downtown","Hotel / Hospitality listing operated by Hampton Inn & Suites.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","handlebar-node-1481721330","HandleBar","Downtown Austin","Bar / Nightlife","venue","Nightlife","121, East 5th Street, Austin, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","HandleBar","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","handlebar-node-1481721330","HandleBar","Downtown Austin","Bar / Nightlife","venue","Nightlife","121, East 5th Street, Austin, 78701","Promote Event","Bar / Nightlife · Downtown Austin","HandleBar","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hanover-brazos-street-way-55932516","Hanover Brazos Street","Downtown Austin","Residential Property","property","Residential","215, Brazos Street, Austin, TX, 78701","Property Discovery","Residential Property · Downtown Austin","Hanover Brazos Street","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hanover-brazos-street-way-55932516","Hanover Brazos Street","Downtown Austin","Residential Property","property","Residential","215, Brazos Street, Austin, TX, 78701","Create Property Plan","Residential Property · Downtown Austin","Hanover Brazos Street","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hanover-republic-square-way-850669088","Hanover Republic Square","Downtown Austin","Residential Property","property","Residential","305, West 5th Street, Austin, TX, 78701","Property Discovery","Residential Property · Downtown Austin","Hanover Republic Square","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hanover-republic-square-way-850669088","Hanover Republic Square","Downtown Austin","Residential Property","property","Residential","305, West 5th Street, Austin, TX, 78701","Create Property Plan","Residential Property · Downtown Austin","Hanover Republic Square","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hestia-node-8991731246","Hestia","Downtown Austin","Restaurant / Food","venue","Dining","607, West 3rd Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Downtown Austin","Hestia","Restaurant / Food with cuisine focus: fine_dining.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hestia-node-8991731246","Hestia","Downtown Austin","Restaurant / Food","venue","Dining","607, West 3rd Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Downtown Austin","Hestia","Restaurant / Food with cuisine focus: fine_dining.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Downtown Austin. Opportunity: Make Hestia easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","highland-lounge-node-3671114130","Highland Lounge","Downtown Austin","Bar / Nightlife","venue","Nightlife","404, Colorado Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Downtown Austin","Highland Lounge","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
