id,name,type,category,partnerType,brand,district,latitude,longitude,address,sourceLayer,currentPinKey,currentPinAsset,recommendedPinKey,recommendedPinAsset,pinStatus,imageSource,currentImage,imageStatus,imageNotes,imageDirection,recommendedPanelCopy,sourceNotes,priority
legends-48-east-2509,"48 East Ave # 2509, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.2592,-97.73902,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"48 East Ave # 2509, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-301-west-ave-4105,301 West Ave # 4105,listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267451,-97.750793,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"301 West Ave # 4105 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-905,311 W 5th ST # 905,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 905 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-360-nueces-st-4305,360 Nueces ST # 4305,listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267029,-97.749595,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"360 Nueces ST # 4305 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-703,311 W 5TH ST # 703,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5TH ST # 703 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-806,311 W 5th ST # 806,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 806 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-1005,311 W 5th ST # 1005,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 1005 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-1008,311 W 5th ST # 1008,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 1008 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-505-w-7th-st-208,505 W 7th ST # 208,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.2700875,-97.7473201,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"505 W 7th ST # 208 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-w-902,311 W 5th ST W # 902,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST W # 902 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-505-w-7th-st-313,505 W 7th ST # 313,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.2700875,-97.7473201,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"505 W 7th ST # 313 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-807,311 W 5th ST # 807,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 807 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-360-nueces-st-2601,360 Nueces ST # 2601,listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267029,-97.749595,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"360 Nueces ST # 2601 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-98-san-jacinto-boulevard-unit-2004,"98 San Jacinto Boulevard, Unit 2004",listing,property,real_estate,Legends Real Estate,Downtown Austin,30.26162,-97.74226,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/waustin_pool_1779052756806.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"98 San Jacinto Boulevard, Unit 2004 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-1003,311 W 5th ST # 1003,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST # 1003 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-800-brazos-st-unit-1002,800 Brazos ST Unit: 1002,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.269832,-97.741033,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"800 Brazos ST Unit: 1002 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-1212-guadalupe-st-unit-701,1212 Guadalupe ST Unit: 701,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.2759326,-97.7441059,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"1212 Guadalupe ST Unit: 701 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-800-brazos-st-unit-1007,800 Brazos ST Unit: 1007,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.269832,-97.741033,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"800 Brazos ST Unit: 1007 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-unit-803,311 W 5th ST Unit: 803,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST Unit: 803 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-301-west-ave-4015,"301 West Ave, #4015",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267451,-97.750793,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"301 West Ave, #4015 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-west-5th-street-unit-803,311 West 5th Street Unit 803,listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 West 5th Street Unit 803 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-west-5th-street-1005,311 West 5th Street #1005,listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 West 5th Street #1005 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-98-san-jacinto-boulevard-unit-706-austin,98 San Jacinto Boulevard Unit 706 Austin,listing,property,real_estate,Legends Real Estate,Downtown Austin,30.26162,-97.74226,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/waustin_pool_1779052756806.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"98 San Jacinto Boulevard Unit 706 Austin is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-70-rainey-st-unit-1409,70 Rainey ST Unit: 1409,listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.258532,-97.739001,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"70 Rainey ST Unit: 1409 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-unit-608,311 W 5th ST Unit: 608,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST Unit: 608 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-unit-602,311 W 5th ST Unit: 602,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST Unit: 602 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-west-5th-street-unit-1008,"311 West 5th Street, Unit 1008",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 West 5th Street, Unit 1008 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-west-5th-street-unit-806,"311 West 5th Street, Unit 806",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 West 5th Street, Unit 806 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-311-w-5th-st-unit-507,311 W 5th ST Unit: 507,listing,property,real_estate,Legends Real Estate,Downtown Core,30.267885,-97.7465,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"311 W 5th ST Unit: 507 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
