id,name,map_status,image_source,image_url,image_attribution,google_place_id,google_photo_reference,google_places_status,qa_notes
5th-and-west-condominiums,5th and West Condominiums,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-austonian,The Austonian,matched_current_map,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
red-ash,Red Ash,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
elephant-room,Elephant Room,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
gables-park-tower,Gables Park Tower,matched_current_map,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
congress-ave,Congress Ave.,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
rainey-st,Rainey St,needs_review_missing_coordinates,existing_map,/images/legends-listings/83dcefb7.jpeg,,,,skipped_no_api_key,"Potential duplicate with Rainey Street Historic District; consolidate. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-modern-austin-residences,The Modern Austin Residences,matched_current_map,existing_map,/images/map-pins/property/paseo.webp,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
warehouse-district,Warehouse District,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
e-martin-luther-king-jr-blvd,E Martin Luther King Jr Blvd,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
paseo,Paseo,matched_current_map,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
north-downtown,North Downtown,needs_review_out_of_market,fallback,/images/splash/walkable-map.png,,,,skipped_no_api_key,"Appears outside Austin; remove unless intentionally testing. | Out of market: do not import to Downtown Austin production map. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
rainey-street,Rainey Street,needs_review_missing_coordinates,existing_map,/images/legends-listings/83dcefb7.jpeg,,,,skipped_no_api_key,"Potential duplicate with Rainey Street Historic District; consolidate. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
seaholm-district,Seaholm District,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
1-hotel-austin,1 Hotel Austin,needs_review_missing_coordinates,fallback,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
lady-bird-lake,Lady Bird Lake,needs_review_missing_coordinates,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
northshore-apartments,Northshore Apartments,needs_review_missing_coordinates,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
residences-at-6g,Residences at 6G,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
atx-tower,ATX Tower,needs_review_missing_coordinates,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
mlk-highline,MLK Highline,needs_review_missing_coordinates,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
w-austin-hotel-and-residences,W Austin Hotel & Residences,needs_review_missing_coordinates,fallback,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
seaholm-residences,Seaholm Residences,matched_current_map,existing_map,/buildings/seaholm.webp,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
lamar-blvd,Lamar Blvd,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
bookpeople,BookPeople,needs_review_missing_coordinates,fallback,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
acl-live-at-the-moody-theater,ACL Live at The Moody Theater,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
waterline-austin,Waterline Austin,matched_current_map,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
44-east-avenue,44 East Avenue,needs_review_missing_coordinates,existing_map,/images/legends-listings/83dcefb7.jpeg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
banger-s-sausage-house,Banger's Sausage House,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-independent,The Independent,matched_current_map,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
hestia,Hestia,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
fairmont-austin,Fairmont Austin,matched_current_map,existing_map,/images/map-pins/property/fairmont-austin.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
the-driskill,The Driskill,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
the-roosevelt-room,The Roosevelt Room,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
austin-central-library-austin-public-library,"Austin Central Library, Austin Public Library",needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-line-austin,The LINE Austin,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
texas-capitol,Texas Capitol,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
downtown-austin,Downtown Austin,needs_review_missing_coordinates,existing_map,/images/legends-listings/d6a4d9a1-d4c5-4ff8-8261-e51fcf930655.avif,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
